Batch_Id,Order_Date,Bean_Type,Freight_Mode,Region,Weight_Kg,Base_Price,Packaging_Type,Discount_Percent,Transport_Days,Handling_Cost,Packaging_Cost,Customs_Fee,Freight_Charge,Warehouse_Location,Export_Country,Import_Country,Total_Revenue,Inventory_Space_Used
BATCH00710,10-12-2021,Liberica,Sea,Asia,472.0970089,1182.48,Big Bag,13.54910433,11,110.29,85.97,420.71,149.2,Tema,Philippines,Germany,337116.55,61.3
BATCH00711,11-12-2021,Excelsa,Sea,Africa,137.0725032,3074.2,Large Crate,1.478202771,25,110.07,65.87,421.19,207.2,Hambantota,Ethiopia,New Zealand,639366.57,46.06
BATCH00712,12-12-2021,Liberica,Sea,Central America,250.9301823,1564.88,Large Crate,3.481178668,7,207.63,114.09,477.71,114.2,Mumbai,Malaysia,South Africa,358508.61,29.7
BATCH00713,13-12-2021,Liberica,Air,Africa,453.1614651,1232.53,Small Crate,10.63350009,1,296.64,154.68,398.35,50.6,Ho Chi Minh,India,South Korea,141481.95,23.73
BATCH00714,14-12-2021,Robusta,Air,Africa,443.0465072,1362.09,Large Crate,12.35616693,1,190.47,93.82,117.12,92,Hambantota,Honduras,USA,307611.66,25.3
BATCH00715,15-12-2021,Liberica,Road,Asia,454.788244,1001.68,Small Crate,12.85543542,12,242.03,163.82,146.45,120.3,Tema,Peru,Poland,176504.39,33.1
BATCH00716,16-12-2021,Liberica,Air,Central America,200.9740216,1438.8,Small Crate,6.226607653,2,136.73,182.22,168.15,100.3,Mumbai,Ghana,Netherlands,410837.99,47.25
BATCH00717,17-12-2021,Robusta,Road,Asia,118.7323894,603.95,Small Crate,1.340098534,6,225.56,153.11,431.55,104.7,Mombasa,Peru,Saudi Arabia,110368.43,38.1
BATCH00718,18-12-2021,Arabica,Sea,Africa,210.2122183,1081.91,Small Crate,6.566722159,7,151.92,155.73,405.23,68.3,Hambantota,Ethiopia,Argentina,112105.83,17.74
BATCH00719,19-12-2021,Robusta,Air,Central America,307.18405,475.88,Small Bag,3.461018853,1,254.26,184.7,161.89,68.9,Hambantota,Brazil,Turkey,75351.46,23.2
BATCH00720,20-12-2021,Liberica,Sea,Africa,188.2824969,1112.38,Small Crate,4.367946825,19,206.85,104.38,421.46,141.8,Mumbai,Peru,UK,162244.4,14.43
BATCH00721,21-12-2021,Robusta,Air,Central America,502.9694433,1354.24,Large Crate,11.58401335,3,222.51,144.64,499.58,93.9,Hambantota,Malaysia,South Africa,259039.14,16.84
BATCH00722,22-12-2021,Liberica,Sea,Africa,224.8924991,1169.36,Big Bag,1.13290629,13,137.16,194.98,198.35,107.3,Nairobi,India,Italy,149402.42,13.58
BATCH00723,23-12-2021,Excelsa,Road,Africa,483.2216183,2878.06,Small Crate,12.41371826,3,207.2,136.99,354.1,71.4,Nairobi,Guatemala,Argentina,459144.46,25.07
BATCH00724,24-12-2021,Liberica,Sea,Central America,287.4503758,1489.11,Big Bag,6.415036287,21,146.99,74.5,107.78,145.2,Mumbai,Colombia,Qatar,151176.39,7.9
BATCH00725,25-12-2021,Robusta,Road,South America,302.1105062,400,Large Crate,8.940958967,3,212.45,121.42,424.27,66.6,Tema,Brazil,China,50775.26,25.71
BATCH00726,26-12-2021,Excelsa,Air,Asia,115.113498,3227.27,Small Crate,1.344783469,2,299.35,85.07,237.18,85.9,Hambantota,Guatemala,Poland,725976.22,38.86
BATCH00727,27-12-2021,Liberica,Sea,Africa,332.0098377,1078.43,Small Bag,5.060386175,15,182.74,160.5,353.05,161.7,Mumbai,Colombia,Japan,223541.61,27.43
BATCH00728,28-12-2021,Robusta,Road,Africa,157.928045,831.44,Big Bag,1.345513785,5,131.32,196.3,440.81,80.5,Mombasa,Indonesia,Russia,128356.27,14.5
BATCH00729,29-12-2021,Robusta,Road,Central America,534.1120857,569.58,Small Crate,14.42315584,5,275.52,169.31,404.03,97,Hambantota,Vietnam,South Africa,107046.35,22.22
BATCH00730,30-12-2021,Arabica,Air,Asia,528.8739027,400,Big Bag,12.10892474,2,218.85,107.63,186.9,104.5,Mumbai,Indonesia,Argentina,96402.12,39.54
BATCH00731,31-12-2021,Excelsa,Sea,Central America,341.6492669,3315.43,Small Crate,6.894491315,16,235.81,184.02,181.36,157.1,Ho Chi Minh,Indonesia,Chile,638290.83,43.31
BATCH00732,01-01-2022,Arabica,Road,Africa,193.2274894,611.23,Large Crate,3.354038225,6,172.53,117.9,430.98,99.3,Hambantota,Cameroon,Germany,106486.65,20.73
BATCH00733,02-01-2022,Liberica,Road,South America,530.8675891,1241.42,Large Crate,14.00182658,4,127.47,157.06,122.38,88.4,Tema,Honduras,New Zealand,257074.95,15.98
BATCH00734,03-01-2022,Liberica,Sea,Central America,216.6652162,915.62,Small Bag,5.168948936,23,281.03,101.95,413.55,189.1,Nairobi,Vietnam,Thailand,204818.96,17.18
BATCH00735,04-01-2022,Excelsa,Sea,South America,144.3909619,3159.04,Big Bag,2.414766475,23,114.58,94.1,475.28,180.7,Ho Chi Minh,Honduras,UK,490334.05,29.17
BATCH00736,05-01-2022,Arabica,Air,Asia,343.1090433,1449.82,Big Bag,8.447465827,3,250.45,102.55,486.17,86.7,Nairobi,Philippines,Japan,307466.32,37.84
BATCH00737,06-01-2022,Arabica,Sea,South America,552.5719073,400,Small Crate,14.15661181,13,185.33,152.41,255.03,136.7,Nairobi,Brazil,China,70014.53,35.6
BATCH00738,07-01-2022,Arabica,Road,Central America,50,955.1,Small Crate,0.057454358,10,255.61,170.03,170.03,137.6,Mumbai,Colombia,Thailand,230744.97,44.64
BATCH00739,08-01-2022,Robusta,Road,Central America,210.968196,694.19,Small Bag,3.571872649,3,236.57,111.41,342.08,78.9,Hambantota,Ethiopia,Pakistan,110128.08,26.9
BATCH00740,09-01-2022,Robusta,Road,Asia,502.8083302,1494.47,Big Bag,14.07671461,4,236.83,167.55,179.39,55.7,Nairobi,Vietnam,Netherlands,132742.16,7.78
BATCH00741,10-01-2022,Arabica,Road,Central America,131.9422242,763.15,Small Crate,2.566289503,12,254.99,125.66,260.92,100.8,Tema,India,Sweden,76060.75,22.58
BATCH00742,11-01-2022,Robusta,Air,South America,131.7349758,423.7,Large Crate,1.698651775,2,226.63,170.94,355.29,73,Ho Chi Minh,Philippines,Belgium,64127.82,18.33
BATCH00743,12-01-2022,Liberica,Road,Africa,240.514084,1213.26,Small Crate,8.552808237,11,138.2,87.65,423.52,119.8,Ho Chi Minh,Vietnam,New Zealand,185295.84,36.97
BATCH00744,13-01-2022,Arabica,Road,Central America,449.9502868,2008.6,Small Bag,12.92765735,6,195.29,89.99,230.42,58.2,Nairobi,India,South Korea,144808.27,5.88
BATCH00745,14-01-2022,Liberica,Road,Central America,259.7250739,1623.43,Large Crate,7.156647265,3,255.16,188.85,132.73,76.8,Hambantota,Tanzania,Norway,307018.28,23.09
BATCH00746,15-01-2022,Excelsa,Air,Asia,533.5581134,2998.5,Large Crate,14.91846385,3,102.39,190.66,206.23,79.5,Mombasa,Ethiopia,China,547396.72,34.49
BATCH00747,16-01-2022,Robusta,Air,Asia,291.6377736,1429.35,Large Crate,10.18757549,2,187.37,55.95,432.81,69.7,Ho Chi Minh,Honduras,China,215429.4,15.88
BATCH00748,17-01-2022,Liberica,Road,Central America,142.8783454,1307.32,Small Bag,1.111123608,3,271.01,138.2,320.32,105,Hambantota,Liberia,Turkey,320766.05,36.7
BATCH00749,18-01-2022,Robusta,Road,Africa,592.2456241,771.38,Big Bag,14.89248198,8,227.53,120.68,131.41,98.2,Hambantota,Ethiopia,Netherlands,107168.04,14.22
BATCH00750,19-01-2022,Robusta,Sea,Africa,277.6875879,490.82,Big Bag,6.118413552,15,151.02,119.44,182.93,132,Mombasa,Ghana,Belgium,86142.12,35.16
BATCH00751,20-01-2022,Excelsa,Sea,South America,254.2707339,3235.78,Small Crate,4.311038008,14,105.17,156.2,401.06,123.4,Tema,Uganda,Argentina,511825.71,33.18
BATCH00752,21-01-2022,Excelsa,Sea,South America,325.4091048,3093.46,Small Bag,8.368187754,20,192.41,182.38,254.79,155.2,Mombasa,Guatemala,South Korea,454572.68,12.09
BATCH00753,22-01-2022,Arabica,Road,Central America,159.2073601,400,Small Bag,4.564613877,12,190.16,142.8,127.13,125.7,Hambantota,Mexico,South Korea,68618.21,15.21
BATCH00754,23-01-2022,Excelsa,Sea,Africa,138.9904443,2690.51,Large Crate,1.296862607,13,252.05,52.63,414.73,111.8,Hambantota,Mexico,Germany,368522.27,29.36
BATCH00755,24-01-2022,Arabica,Road,Africa,134.6616732,2006.84,Small Bag,0.021425146,7,124.98,157.79,254.17,124.1,Hambantota,Cameroon,Bangladesh,464243.8,59.15
BATCH00756,25-01-2022,Arabica,Road,Asia,236.0931025,400,Small Crate,6.743750294,8,171.7,134.5,208.39,91,Mombasa,Peru,USA,59914.41,19.79
BATCH00757,26-01-2022,Excelsa,Road,Asia,453.3271762,3507.18,Small Bag,12.55295133,10,272.4,180.26,185.5,138.5,Tema,Uganda,Saudi Arabia,857957.22,54.66
BATCH00758,27-01-2022,Arabica,Sea,Africa,345.1860135,1286.11,Large Crate,8.584727784,8,110.78,88.4,192.43,71.8,Nairobi,Honduras,Argentina,104508.51,11.45
BATCH00759,28-01-2022,Robusta,Sea,Africa,692.2136668,765.83,Big Bag,14.98810948,19,159.44,175.83,259.41,125.9,Mumbai,Malaysia,Poland,74215.76,18.59
BATCH00760,29-01-2022,Excelsa,Air,Africa,240.2495503,3356.63,Small Bag,4.302699685,4,100.93,184.67,425.45,87.5,Nairobi,Colombia,Sweden,633604.37,43.23
BATCH00761,30-01-2022,Excelsa,Air,South America,130.9261002,3362.25,Big Bag,4.206825971,3,163.65,166.29,263.94,95.4,Tema,Ethiopia,South Africa,720176.07,34.58
BATCH00762,31-01-2022,Arabica,Air,Central America,64.24471201,1117.15,Small Crate,2.396241904,2,114,104.93,166.57,90.1,Mombasa,Guatemala,Saudi Arabia,211302.65,45.69
BATCH00763,01-02-2022,Robusta,Sea,Asia,210.3535562,944.77,Big Bag,2.460953824,22,265.26,76.76,404.11,188.9,Hambantota,Guatemala,Argentina,175482.48,18.33
BATCH00764,02-02-2022,Liberica,Air,Africa,352.585567,891.23,Large Crate,4.27779894,1,189.34,78.86,117.83,82.1,Mumbai,Philippines,France,210253.36,26.6
BATCH00765,03-02-2022,Excelsa,Sea,Central America,442.7292961,3246.1,Small Crate,11.89260068,12,263.64,177.08,218.56,159.6,Mumbai,India,Spain,915230.46,47.45
BATCH00766,04-02-2022,Liberica,Road,Africa,490.5495762,1308.6,Large Crate,13.58635186,8,156.81,76.02,473.38,97.9,Mumbai,Philippines,Netherlands,211346.56,18.01
BATCH00767,05-02-2022,Arabica,Road,Central America,560.3279352,1306.96,Large Crate,14.62630755,12,132.81,76.59,157.85,93.3,Nairobi,Malaysia,Singapore,134457.18,19.6
BATCH00768,06-02-2022,Arabica,Road,Asia,164.6155239,1205.68,Big Bag,3.484344811,7,209.6,99.96,279.25,92,Ho Chi Minh,Peru,Poland,171128.65,21.06
BATCH00769,07-02-2022,Excelsa,Road,South America,369.3761645,3359.33,Big Bag,13.21946318,3,162.7,135.51,245.02,63.3,Ho Chi Minh,Uganda,Singapore,383398.89,21.55
BATCH00770,08-02-2022,Arabica,Air,Central America,299.5780096,958.97,Small Bag,4.923826339,3,106.29,82.99,156.68,93.3,Mombasa,Colombia,USA,182273.03,41.62
BATCH00771,09-02-2022,Arabica,Air,South America,120.1191386,2192.96,Large Crate,1.692608168,1,199.71,60.53,221.31,98.3,Tema,Cameroon,South Africa,606410.82,27.21
BATCH00772,10-02-2022,Excelsa,Air,Africa,544.0171098,2941.81,Large Crate,13.05037388,3,100.94,72.71,156.22,68.4,Mumbai,Peru,Canada,397569.61,15.31
BATCH00773,11-02-2022,Arabica,Sea,Africa,348.1981961,1688.5,Small Crate,9.54158452,12,255.09,189.3,264.31,134.1,Mumbai,Kenya,Pakistan,332805.69,22.43
BATCH00774,12-02-2022,Liberica,Road,Africa,180.2178596,1132.4,Large Crate,2.470963441,4,195.19,103.48,412.21,131,Mumbai,Indonesia,Qatar,317589.75,39.27
BATCH00775,13-02-2022,Liberica,Road,South America,336.1656633,1351.6,Big Bag,6.447468863,10,183.66,100.8,494.6,97.7,Nairobi,Malaysia,Saudi Arabia,186090.67,23.97
BATCH00776,14-02-2022,Excelsa,Road,South America,282.7835102,3304.67,Large Crate,4.308865423,5,292.98,83.3,162.02,62.2,Ho Chi Minh,Uganda,Norway,360004.8,22.62
BATCH00777,15-02-2022,Liberica,Air,Africa,443.2069893,1047.69,Small Bag,11.05191853,4,206.05,117.2,315.02,91.4,Mombasa,Colombia,Qatar,196257.81,37.55
BATCH00778,16-02-2022,Liberica,Air,Central America,313.1992586,1203.04,Small Bag,6.801243459,4,197.87,91.93,253.74,55.4,Hambantota,Peru,UAE,103030.66,14.56
BATCH00779,17-02-2022,Arabica,Sea,Central America,576.1612843,1929.21,Large Crate,14.83919918,16,179.83,80.27,449.11,135.2,Ho Chi Minh,India,Turkey,322182.4,28.42
BATCH00780,18-02-2022,Robusta,Air,South America,147.8437187,516.09,Large Crate,0.821174734,4,204.14,186.5,339.44,93.8,Mumbai,Mexico,Saudi Arabia,95663.91,31.63
BATCH00781,19-02-2022,Liberica,Sea,South America,195.1978431,1055.92,Big Bag,5.325228992,17,261.13,116.23,188.8,178.9,Tema,Ghana,Argentina,273572.85,53.3
BATCH00782,20-02-2022,Robusta,Road,South America,253.2509575,931.09,Small Crate,7.228502507,10,257.09,61.9,376.48,92.6,Nairobi,Ghana,Netherlands,94406.25,9.12
BATCH00783,21-02-2022,Liberica,Sea,Asia,220.9571445,830.53,Small Bag,7.547003321,18,227.6,124.76,341.29,162.9,Nairobi,Vietnam,Pakistan,170690.37,37.12
BATCH00784,22-02-2022,Arabica,Sea,South America,280.4965201,819.38,Big Bag,4.739037336,22,234.93,66.15,114.12,141.5,Nairobi,Kenya,Qatar,70852.4,19.19
BATCH00785,23-02-2022,Liberica,Air,Central America,408.3716234,1178.82,Small Bag,10.93860374,1,287.45,189.64,440.47,85.7,Tema,Kenya,UK,230481.6,28.16
BATCH00786,24-02-2022,Excelsa,Road,Asia,534.6460453,3233.85,Large Crate,13.1212061,8,105.6,71.43,217.44,76.6,Ho Chi Minh,Colombia,Australia,315152.97,22.6
BATCH00787,25-02-2022,Robusta,Sea,Africa,542.6092146,817.82,Small Bag,14.08078953,11,142.29,196.06,217.9,175.6,Ho Chi Minh,Brazil,Germany,249127.22,65.95
BATCH00788,26-02-2022,Arabica,Sea,Africa,412.1706855,1118.42,Small Crate,12.07640065,25,222.9,149.89,220.08,161.9,Hambantota,Brazil,China,121679,13.81
BATCH00789,27-02-2022,Arabica,Sea,Africa,476.7499671,933.15,Small Crate,12.75870296,10,112.04,139.49,433,117.8,Mumbai,Ivory Coast,Chile,151040.46,16.21
BATCH00790,28-02-2022,Excelsa,Sea,Central America,325.0042827,3141.15,Small Bag,8.258179509,12,205.91,175.35,284.78,135.6,Hambantota,Cameroon,Thailand,719527.43,47.89
BATCH00791,01-03-2022,Excelsa,Road,Africa,441.1885279,3201.21,Small Bag,12.3883234,11,107.22,142.19,104.62,88.3,Hambantota,Kenya,Russia,276718.62,9.38
BATCH00792,02-03-2022,Liberica,Sea,Central America,282.3411254,1014.9,Small Bag,4.552558637,24,104.27,174.96,331.83,187.8,Ho Chi Minh,Guatemala,Netherlands,175813.77,22.58
BATCH00793,03-03-2022,Arabica,Road,Africa,404.8526165,400,Small Bag,5.977181432,9,146.38,149.13,403.53,72.9,Mumbai,Uganda,Singapore,33824.06,5.36
BATCH00794,04-03-2022,Liberica,Sea,Africa,298.4210383,1289.34,Big Bag,4.753695207,13,120.1,139.4,478.88,118.1,Ho Chi Minh,Guatemala,New Zealand,181713.95,25.7
BATCH00795,05-03-2022,Robusta,Sea,Asia,308.9764826,733.97,Large Crate,7.010810032,7,256.34,79.67,498.45,68,Hambantota,Kenya,New Zealand,58843.08,13.67
BATCH00796,06-03-2022,Arabica,Air,South America,291.4862153,739.19,Large Crate,4.283694244,3,223.37,181.04,390.37,58.8,Hambantota,Ghana,Turkey,96276.17,10.11
BATCH00797,07-03-2022,Excelsa,Road,Africa,618.3702815,2813.49,Small Crate,14.42417163,12,194.19,65.31,270.9,120.3,Mombasa,Tanzania,Spain,395207.42,22.89
BATCH00798,08-03-2022,Arabica,Road,Asia,171.1615435,400,Small Bag,4.69266942,12,189.8,194.06,184.64,141.6,Nairobi,India,Italy,90681.9,53.98
BATCH00799,09-03-2022,Arabica,Road,Asia,205.3627802,508.51,Small Crate,1.470668072,8,261.44,96.48,430.25,100.3,Nairobi,India,Italy,79857.9,28.11
BATCH00800,10-03-2022,Robusta,Road,South America,375.5518257,831.51,Big Bag,7.902257491,5,204.61,153.5,365.39,107.2,Nairobi,Papua New Guinea,Spain,206496.77,33.7
BATCH00801,11-03-2022,Robusta,Air,South America,185.1005381,699.82,Small Bag,0.856486177,1,209.27,116.88,314.61,71.3,Hambantota,Ethiopia,Bangladesh,110643.29,18.13
BATCH00802,12-03-2022,Excelsa,Sea,Central America,190.4087976,3270.09,Small Crate,1.658147495,22,181.73,183.89,418.24,168.2,Tema,Papua New Guinea,Netherlands,506565.98,38.79
BATCH00803,13-03-2022,Arabica,Sea,South America,187.3387748,1069.96,Big Bag,3.290840838,23,222.57,191.16,102.6,216.1,Hambantota,Mexico,Poland,273304.48,64.66
BATCH00804,14-03-2022,Robusta,Sea,Central America,410.6011447,400,Small Bag,6.965253748,22,128.85,150.17,393.61,185.6,Hambantota,Liberia,Netherlands,74741.77,21.26
BATCH00805,15-03-2022,Robusta,Air,Central America,311.94285,1172.88,Small Bag,6.498763985,3,206.57,157.34,442.76,93.9,Hambantota,Uganda,Argentina,289057.68,25.19
BATCH00806,16-03-2022,Liberica,Sea,Central America,438.1449869,1188.77,Small Bag,11.99537793,21,231.23,181.29,167.5,135.9,Ho Chi Minh,Papua New Guinea,South Africa,102136.46,16.45
BATCH00807,17-03-2022,Arabica,Sea,Africa,458.062495,1865.66,Big Bag,11.09211981,25,110.68,52.97,320.27,210.5,Nairobi,Ivory Coast,Netherlands,419357.91,38.96
BATCH00808,18-03-2022,Robusta,Road,Africa,340.4630274,974.35,Small Crate,6.39477441,7,160.81,54.14,210.57,62.6,Tema,Ghana,Poland,68534.8,6.14
BATCH00809,19-03-2022,Arabica,Air,Central America,254.9049472,400,Small Bag,5.005563114,1,104.11,82.71,108.78,48.8,Nairobi,Guatemala,South Korea,51047.6,13.02
BATCH00810,20-03-2022,Excelsa,Air,South America,262.067772,3245.72,Small Crate,4.747031761,3,155.08,196.55,134.98,93.9,Ho Chi Minh,Kenya,Sweden,648174.43,28.31
BATCH00811,21-03-2022,Liberica,Air,Asia,452.7161434,1592.64,Large Crate,11.60992631,1,147.67,168.26,287.65,84.5,Mumbai,Mexico,Argentina,370714.53,14.9
BATCH00812,22-03-2022,Liberica,Air,Central America,90.42879614,1200.6,Large Crate,0.781086093,1,226.85,173.84,246.52,91.4,Mumbai,Papua New Guinea,Belgium,258590.52,44.18
BATCH00813,23-03-2022,Liberica,Air,Asia,64.67851935,994.82,Small Bag,0.192324743,4,184.4,103.91,315.51,78.5,Ho Chi Minh,Papua New Guinea,UK,177788.39,38.53
BATCH00814,24-03-2022,Liberica,Sea,South America,387.854162,715.94,Big Bag,11.93316588,25,142.43,91.66,303,164,Mombasa,Papua New Guinea,Singapore,66310.92,23.35
BATCH00815,25-03-2022,Excelsa,Air,Africa,390.6168709,3279.12,Small Crate,7.15719564,2,145.5,89.83,230.16,59.2,Mombasa,Kenya,Poland,386673.53,22.18
BATCH00816,26-03-2022,Robusta,Air,Asia,147.7256499,1083.66,Small Bag,1.963217078,2,106.69,64.57,284.87,63.7,Nairobi,Guatemala,Netherlands,175997.12,19.74
BATCH00817,27-03-2022,Robusta,Sea,Africa,50,725.95,Large Crate,3.533489019,14,246.47,102.65,104.64,124.3,Hambantota,Honduras,Saudi Arabia,107167.66,20.95
BATCH00818,28-03-2022,Liberica,Air,Africa,539.4534329,1444.81,Big Bag,13.9875593,1,257.97,156.21,240.26,83.9,Nairobi,Cameroon,China,288050.69,32.01
BATCH00819,29-03-2022,Liberica,Road,Asia,505.5676943,1219.39,Small Bag,12.89254463,9,178.18,126.85,274.93,120,Mumbai,Guatemala,Qatar,237081.62,38.18
BATCH00820,30-03-2022,Arabica,Road,South America,326.0748885,1490.97,Small Crate,10.64677575,5,213.99,145.31,253.66,44.5,Mumbai,Guatemala,Chile,71058.17,7.64
BATCH00821,31-03-2022,Arabica,Sea,Africa,275.3815432,1003.81,Big Bag,7.233378455,22,188.6,139.24,221.19,145.4,Ho Chi Minh,Indonesia,Poland,99988.07,20.74
BATCH00822,01-04-2022,Robusta,Air,Central America,290.3311801,712.58,Small Crate,7.804854393,4,282.1,172.34,258.05,92.3,Tema,Malaysia,Canada,136580.53,16.66
BATCH00823,02-04-2022,Arabica,Sea,South America,501.7466563,1378.87,Big Bag,14.62866803,8,219.3,139.61,129.34,94.9,Mumbai,Malaysia,South Africa,226517.2,25.43
BATCH00824,03-04-2022,Arabica,Air,South America,595.2354928,400,Small Bag,14.48655666,4,263.51,70.16,175.22,85.4,Nairobi,Colombia,South Africa,64805.71,38.87
BATCH00825,04-04-2022,Liberica,Sea,South America,189.4271932,1190.6,Large Crate,3.229035687,24,147.64,110.21,441.73,191.1,Mumbai,India,Russia,267172.4,14.35
BATCH00826,05-04-2022,Arabica,Sea,Central America,443.6353106,2497.45,Big Bag,12.16656849,21,155.98,117.56,357.44,158.7,Ho Chi Minh,Philippines,South Africa,410490.02,9.54
BATCH00827,06-04-2022,Robusta,Sea,Africa,244.8786969,924,Big Bag,2.958639993,8,119.23,199.07,393.84,77.2,Tema,Tanzania,Spain,106911.74,18.68
BATCH00828,07-04-2022,Robusta,Sea,Africa,220.8592523,943.47,Small Bag,3.203062168,14,218.37,88.67,337.28,139,Mumbai,Ethiopia,Russia,166305.69,33.48
BATCH00829,08-04-2022,Excelsa,Sea,Asia,317.1929525,3479.65,Small Crate,10.14139551,25,247.29,96.1,342.71,195.8,Tema,Cameroon,UK,623228.15,46.41
BATCH00830,09-04-2022,Robusta,Sea,Asia,251.4193124,410.96,Small Bag,6.075016479,16,295.47,172.55,287.14,143.3,Ho Chi Minh,Liberia,UK,81477.86,25.23
BATCH00831,10-04-2022,Arabica,Road,Asia,535.2930876,400,Big Bag,13.97316611,10,141.99,155.25,141.88,103.7,Hambantota,Liberia,Singapore,63181.18,18.13
BATCH00832,11-04-2022,Liberica,Sea,Asia,93.359874,729.42,Large Crate,1.335146023,14,251.02,151.78,175.63,134.5,Hambantota,Guatemala,UAE,127884.36,34.19
BATCH00833,12-04-2022,Arabica,Sea,Asia,431.6642778,1423.32,Large Crate,7.672884612,13,241.59,141.11,302.49,97.1,Hambantota,Kenya,UAE,119531.17,7.02
BATCH00834,13-04-2022,Arabica,Air,Asia,518.9786269,1194.43,Large Crate,13.77782296,3,214.86,167.96,297.65,47.4,Hambantota,Malaysia,South Korea,107630.62,19.21
BATCH00835,14-04-2022,Robusta,Air,Central America,469.1823302,834.98,Small Crate,13.56170491,3,285.02,172.23,324.94,74.4,Ho Chi Minh,Honduras,South Africa,136364.16,37.25
BATCH00836,15-04-2022,Excelsa,Road,Asia,114.2909639,3256.66,Small Bag,2.347938201,3,116.97,51.39,429.34,76.8,Ho Chi Minh,Colombia,Belgium,636653.21,34.75
BATCH00837,16-04-2022,Robusta,Sea,Central America,311.3633444,872.19,Small Crate,5.499565501,19,109.75,129.8,330.92,156.2,Ho Chi Minh,Peru,Belgium,134497.57,26.98
BATCH00838,17-04-2022,Arabica,Air,Africa,346.2115332,798.3,Large Crate,9.286821001,2,270.03,104.64,214.07,64,Mombasa,Uganda,Japan,114302.82,20.57
BATCH00839,18-04-2022,Liberica,Road,Africa,190.7239071,1023.77,Big Bag,2.390923272,11,119.16,166.05,487.37,107.5,Nairobi,Peru,UK,124531.18,22.39
BATCH00840,19-04-2022,Robusta,Sea,Asia,478.0340096,1194.28,Large Crate,14.52033258,12,163.04,146.35,164.88,64.2,Hambantota,Honduras,USA,12670.22,2.03
BATCH00841,20-04-2022,Excelsa,Road,Africa,515.1470875,3165.13,Small Bag,13.72123993,4,237.01,95.93,476.61,70.7,Mumbai,Colombia,Poland,384252.92,18.66
BATCH00842,21-04-2022,Excelsa,Air,Asia,143.3332857,3198.52,Large Crate,2.504252686,2,258.98,113.42,114.61,91.3,Mumbai,Colombia,Qatar,632184.07,14.63
BATCH00843,22-04-2022,Excelsa,Sea,Asia,138.7502369,3268.35,Large Crate,1.817331919,22,128.8,194.45,380.72,175.1,Mombasa,Guatemala,Turkey,531045.04,15.79
BATCH00844,23-04-2022,Liberica,Air,South America,98.61977724,1115.87,Small Bag,1.281127242,3,172.85,186.93,130.21,79.5,Mumbai,Ghana,Argentina,227345.98,27.16
BATCH00845,24-04-2022,Arabica,Air,South America,560.5309627,1224.31,Small Crate,13.64165496,3,241.5,89.07,103.87,81.9,Mumbai,Malaysia,China,193327.97,16.03
BATCH00846,25-04-2022,Robusta,Sea,South America,162.5805157,443.49,Small Bag,2.904357147,9,150.11,110.38,471.69,109.2,Ho Chi Minh,Brazil,Belgium,89320.49,21.67
BATCH00847,26-04-2022,Robusta,Sea,Asia,280.1553581,400,Big Bag,6.244273928,10,153.4,179.39,336.44,109.1,Nairobi,Cameroon,UK,67777.67,10.94
BATCH00848,27-04-2022,Robusta,Air,Asia,297.2260005,763.66,Small Crate,6.732770485,4,247.77,94.86,122.14,63.2,Tema,Brazil,UK,92944.09,20.5
BATCH00849,28-04-2022,Excelsa,Sea,South America,450.168476,3215.04,Large Crate,8.985165663,24,246.83,111.64,484.21,166.2,Mombasa,Brazil,South Korea,414888.63,11.18
BATCH00850,29-04-2022,Arabica,Sea,South America,176.7963341,1703.27,Small Bag,1.076030156,25,210.62,121.66,290.91,164,Mombasa,Cameroon,Qatar,156425.03,21.91
BATCH00851,30-04-2022,Excelsa,Air,South America,241.5754157,3175.22,Large Crate,3.401379261,2,209.13,114.82,113.48,83.5,Nairobi,Tanzania,Germany,722953.43,34.91
BATCH00852,01-05-2022,Robusta,Road,Africa,440.276343,489.42,Big Bag,13.9723558,3,283.56,152.56,308.74,105.9,Nairobi,Guatemala,Qatar,138546.94,23.16
BATCH00853,02-05-2022,Excelsa,Air,Asia,475.9649289,3224.64,Small Bag,13.62615161,1,200.66,148.75,181.01,93.2,Tema,Cameroon,Belgium,795733.02,46.95
BATCH00854,03-05-2022,Arabica,Road,South America,511.0117271,1418.41,Large Crate,11.71935971,9,239.32,103.5,410.32,121.2,Mombasa,Uganda,Russia,258524.3,17.06
BATCH00855,04-05-2022,Arabica,Sea,Central America,50.18401976,400,Large Crate,0.291018684,21,143.02,84.17,201.17,153.9,Tema,Honduras,Bangladesh,56141.74,29.45
BATCH00856,05-05-2022,Robusta,Road,Central America,251.3537232,840.75,Big Bag,4.905101527,12,174,128.71,485.67,125.7,Ho Chi Minh,Philippines,South Africa,174004.22,37.88
BATCH00857,06-05-2022,Liberica,Road,Africa,329.3183557,1284.03,Large Crate,9.41938103,11,259.85,113.46,199.18,129.1,Mombasa,Ivory Coast,UK,287908.77,23.63
BATCH00858,07-05-2022,Arabica,Road,Asia,175.5902325,1506.2,Large Crate,4.127853177,5,275.17,195.98,297.39,81.4,Mombasa,Guatemala,UAE,217187.4,19.23
BATCH00859,08-05-2022,Arabica,Sea,Africa,593.3532954,1620.79,Large Crate,13.64380043,13,271.32,57.46,263.9,111.2,Ho Chi Minh,Brazil,Pakistan,221441.08,29.63
